ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,XY (CABA),VICTIMA,ACUSADO,Nº víctimas,V,A,Grupos_Part,Involucrados
2020-0074,1,2020-12-20,2020,12,20,21:00:00,21,BOGOTA Y NAZCA AV.,AVENIDA,7,Point (99284.33566289 100204.74520997),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2020-0075,1,2020-12-23,2020,12,23,14:00:00,14,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,1,Point (107438.10136119 102829.30417800),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2020-0076,1,2020-12-24,2020,12,24,12:30:00,12,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,10,Point (96822.61133430 101510.32578499),AUTO,PASAJEROS,1,Motorizado,Motorizado,MM,AUTO-PASAJEROS
2020-0077,2,2020-12-25,2020,12,25,06:40:00,6,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,15,Point (99182.71320106 103123.43585183),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2020-0078,1,2020-12-25,2020,12,25,05:50:00,5,BARCO CENTENERA DEL 1118,CALLE,7,Point (102405.37940842 99677.09327308),BICICLETA,PASAJEROS,1,No Motorizado,Motorizado,NmM,BICICLETA-PASAJEROS
2020-0079,1,2020-12-27,2020,12,27,04:15:00,4,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",GRAL PAZ,12,Point (97243.88021302 108974.21974638),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2021-0001,1,2021-01-06,2021,1,6,18:00:00,18,AU FRONDIZI KM. 3,AUTOPISTA,1,Point (107674.71781880 100334.26713627),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2021-0002,1,2021-01-07,2021,1,7,10:20:00,10,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,9,Point (95662.77651946 97729.83483715),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2021-0003,1,2021-01-10,2021,1,10,07:40:00,7,"AU 25 DE MAYO KM. 3,7",AUTOPISTA,7,Point (103005.63484321 99983.28177809),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2021-0004,1,2021-01-11,2021,1,11,09:12:18,9,CASEROS AV. Y GUARANI,AVENIDA,5,Point (104469.26511938 98956.35144845),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2021-0005,1,2021-01-11,2021,1,11,21:30:00,21,"PERON, EVA AV. 3800",AVENIDA,9,Point (99592.54465207 97999.69053974),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2021-0006,1,2021-01-12,2021,1,12,21:00:00,21,AU ILLIA y SARMIENTO AV.,AUTOPISTA,14,Point (105087.20771949 106876.69794004),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2021-0007,1,2021-01-18,2021,1,18,10:00:00,10,DE LOS CONSTITUYENTES AV. Y GIRIBONE,AVENIDA,15,Point (97784.94977398 104775.10084109),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2021-0008,1,2021-01-22,2021,1,22,23:30:00,23,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,4,Point (104283.01090451 97171.08656182),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2021-0009,1,2021-01-23,2021,1,23,05:30:00,5,PAYSANDU Y GAONA,AVENIDA,6,Point (100897.78829476 101987.96413026),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2021-0010,1,2021-01-23,2021,1,23,08:00:00,8,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",GRAL PAZ,12,Point (96563.66494817 108815.73881056),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2021-0011,1,2021-01-27,2021,1,27,01:04:26,1,SANTA FE AV. 1675,AVENIDA,2,Point (106591.90146932 103727.42053338),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2021-0012,1,2021-01-29,2021,1,29,20:07:22,20,AU DELLEPIANE Y GUAMINI,AUTOPISTA,8,Point (98294.52407931 93943.96825453),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2021-0013,1,2021-01-31,2021,1,31,06:10:00,6,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",AVENIDA,10,Point (97801.31825511 99194.93911759),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2021-0014,1,2021-02-02,2021,2,2,00:50:00,0,SAN MARTIN AV. Y NOGOYA,AVENIDA,15,Point (98166.49822882 103491.41769625),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2021-0015,1,2021-02-06,2021,2,6,03:05:00,3,SAN MARTIN AV. Y TINOGASTA,AVENIDA,15,Point (97533.67858226 103551.76003520),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2021-0016,1,2021-02-14,2021,2,14,05:50:00,5,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",AVENIDA,8,Point (99175.17507833 93836.79626465),AUTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,AUTO-OBJETO FIJO
2021-0017,1,2021-02-17,2021,2,17,04:10:00,4,SALTA Y CASEROS AV.,AVENIDA,1,Point (107397.40269295 99729.43717725),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2021-0018,1,2021-02-20,2021,2,20,19:00:00,19,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,3,Point (104845.36965581 102365.51025993),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2021-0019,1,2021-02-21,2021,2,21,01:20:00,1,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",AVENIDA,12,Point (96944.69676081 107291.52292157),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2021-0020,1,2021-02-21,2021,2,21,15:00:00,15,POTOSI Y GASCON,CALLE,5,Point (103546.90832431 102439.67271563),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2021-0021,1,2021-02-26,2021,2,26,05:30:00,5,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",CALLE,3,Point (104734.09567654 101930.58983096),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2021-0023,1,2021-03-01,2021,3,1,09:20:00,9,"AU BUENOS AIRES LA PLATA  KM 4,5",AUTOPISTA,4,Point (. .),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2021-0024,1,2021-03-03,2021,3,3,16:30:00,16,"PERON, EVA AV. y PIEDRA BUENA AV",AVENIDA,9,Point (97027.10745715 95474.44134863),BICICLETA,CARGAS,1,No Motorizado,Motorizado,NmM,BICICLETA-CARGAS
2021-0025,1,2021-03-11,2021,3,11,03:45:00,3,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",GRAL PAZ,8,Point (97832.57143731 93489.83736533),MOTO,OTRO,1,Motorizado,No Motorizado,NmM,MOTO-OTRO
2021-0026,1,2021-03-15,2021,3,15,02:35:00,2,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",AUTOPISTA,4,Point (108038.11136985 98307.74373426),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2021-0027,1,2021-03-16,2021,3,16,15:30:00,15,"PAZ, GRAL. AV. y DONADO",GRAL PAZ,12,Point (97098.48468623 109019.96106626),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2021-0028,1,2021-03-29,2021,3,29,17:20:00,17,"COREA AV. y TORRES Y TENORIO, PRES",AVENIDA,7,Point (102000.84898999 98412.66166222),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2021-0029,1,2021-03-31,2021,3,31,18:05:00,18,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",AVENIDA,7,Point (99478.13530470 99680.01615001),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2021-0030,1,2021-04-03,2021,4,3,18:30:00,18,FINOCHIETTO ENRIQUE DR. 1623,CALLE,4,Point (107009.29363805 99410.79524854),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2021-0031,1,2021-04-07,2021,4,7,10:29:00,10,9 DE JULIO AV. E INDEPENDENCIA AV.,AVENIDA,1,Point (107535.23922218 101285.66809968),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2021-0032,1,2021-04-10,2021,4,10,19:55:00,19,"AU CANTILO Y GUIRALDES, INT.",AUTOPISTA,13,Point (102035.21425502 109304.90133530),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2021-0033,1,2021-04-14,2021,4,14,17:50:00,17,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,AUTOPISTA,5,Point (104341.13684161 100202.74307433),AUTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,AUTO-OBJETO FIJO
2021-0034,1,2021-04-19,2021,4,19,14:40:00,14,"ALCORTA, AMANCIO AV. y ZAVALETA",AVENIDA,4,Point (105634.57202683 98201.36000813),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2021-0035,1,2021-05-03,2021,5,3,09:20:00,9,"JANER, ANA MARIA Y LAFUENTE AV.",AVENIDA,8,Point (101547.14246919 96946.08308197),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2021-0036,1,2021-05-09,2021,5,9,06:00:00,6,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",GRAL PAZ,11,Point (94486.28631712 103468.59928582),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2021-0037,1,2021-05-11,2021,5,11,07:10:00,7,"MONROE Y BALBIN, RICARDO, DR. AV.",AVENIDA,13,Point (99707.12636872 107441.30935745),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2021-0038,1,2021-05-14,2021,5,14,11:40:00,11,"JUSTO, JUAN B. AV. Y SANTA FE AV.",AVENIDA,14,Point (103373.45116327 105668.33246254),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2021-0039,1,2021-05-15,2021,5,15,12:09:00,12,"OLIDEN Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,9,Point (96262.45081883 97363.01985851),BICICLETA,AUTO,1,No Motorizado,Motorizado,NmM,AUTO-BICICLETA
2021-0040,1,2021-05-20,2021,5,20,05:50:00,5,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,13,Point (99620.34936816 110483.29286598),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2021-0041,1,2021-05-20,2021,5,20,08:30:00,8,DEL LIBERTADOR AV. Y CASARES AV.,AVENIDA,14,Point (104902.75332390 105766.08933002),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2021-0042,1,2021-05-21,2021,5,21,05:00:00,5,RIVADAVIA AV. 10900,AVENIDA,9,Point (95040.52119933 98883.98738744),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2021-0043,1,2021-05-22,2021,5,22,18:26:00,18,"ALBERDI, JUAN BAUTISTA AV. Y PILAR",AVENIDA,9,Point (95975.76718859 97082.39835843),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2021-0044,1,2021-05-25,2021,5,25,02:00:00,2,"PERON, EVA AV. Y ACOSTA, MARIANO",AVENIDA,9,Point (99649.49576145 98143.82203448),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2021-0045,1,2021-05-26,2021,5,26,17:24:00,17,AU FRONDIZI Y SUAREZ AV.,AUTOPISTA,4,Point (107903.91828587 98767.43091425),MOTO,MULTIPLE,1,Motorizado,Multiple,M,MULTIPLE
2021-0046,1,2021-05-31,2021,5,31,02:00:00,2,EL CANO AV. Y GUZMAN AV.,AVENIDA,15,Point (100272.31336486 104833.49710745),AUTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,AUTO-OBJETO FIJO
2021-0047,1,2021-06-02,2021,6,2,16:00:00,16,"VEDIA, AGUSTIN DE Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,4,Point (103794.38334006 96997.15780313),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2021-0048,1,2021-06-03,2021,6,3,09:58:00,9,CAPDEVILLA Y CONGRESO AV.,AVENIDA,12,Point (97525.48112402 106595.29222041),BICICLETA,AUTO,1,No Motorizado,Motorizado,NmM,AUTO-BICICLETA
2021-0049,1,2021-06-03,2021,6,3,20:30:00,20,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",AVENIDA,8,Point (100842.91519469 95589.55734164),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2021-0050,1,2021-06-10,2021,6,10,13:30:00,13,DEL LIBERTADOR AV. 5958,AVENIDA,13,Point (101448.53024105 107994.96785043),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2021-0051,1,2021-06-15,2021,6,15,19:20:00,19,27 DE FEBRERO AV. Y EREZCANO AV.,AVENIDA,4,Point (103932.07299582 96584.44861459),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2021-0052,1,2021-06-20,2021,6,20,05:40:00,5,"PAZ, GRAL. AV. 14723",GRAL PAZ,8,Point (97067.24775528 94359.84584291),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2021-0053,1,2021-06-20,2021,6,20,12:00:00,12,CORRIENTES AV. 5783,AVENIDA,15,Point (101770.58108820 103826.64826158),PEATON,BICICLETA,1,PEATON,No Motorizado,,PEATON-BICICLETA
2021-0054,1,2021-06-22,2021,6,22,14:44:00,14,TABARE Y EREZCANO,CALLE,4,Point (103272.79484249 97185.20508662),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2021-0055,1,2021-06-29,2021,6,29,12:20:00,12,CORRIENTES AV. Y PUEYRREDOR AV.,AVENIDA,3,Point (105304.23090859 102739.35602688),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2021-0056,1,2021-07-09,2021,7,9,23:25:00,23,"CORRALES Y MORENO, PERITO AV.",AVENIDA,4,Point (103535.89012020 97690.49979847),BICICLETA,AUTO,1,No Motorizado,Motorizado,NmM,AUTO-BICICLETA
2021-0057,1,2021-07-10,2021,7,10,23:30:00,23,"AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE",AUTOPISTA,2,Point (106489.89755339 105947.16700228),AUTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,AUTO-OBJETO FIJO
2021-0058,1,2021-07-21,2021,7,21,00:40:00,0,AV. GRAL. PAZ Y VEDIA,GRAL PAZ,12,Point (97603.26759351 109241.33811464),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2021-0059,1,2021-07-22,2021,7,22,01:20:00,1,"GARAY, JUAN DE AV. 2269",AVENIDA,3,Point (106134.00626590 100157.65420238),AUTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,AUTO-OBJETO FIJO
2021-0060,1,2021-07-22,2021,7,22,12:30:00,12,"SALGUERO, JERONIMO Y RIVADAVIA AV.",AVENIDA,5,Point (103997.04813615 102012.34139150),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2021-0061,1,2021-07-24,2021,7,24,09:15:00,9,"MORENO, PERITO AV. Y ALCORTA, AMANCIO AV.",AVENIDA,4,Point (105303.77662691 97684.64886839),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2021-0062,1,2021-07-27,2021,7,27,07:16:00,7,LA PLATA AV. 2723,AVENIDA,4,Point (103966.14093695 98092.26779856),AUTO,CARGAS,1,Motorizado,Motorizado,MM,AUTO-CARGAS
2021-0063,1,2021-08-02,2021,8,2,04:40:00,4,"ALBERDI, JUAN BAUTISTA AV. 2906",AVENIDA,7,Point (99521.99764944 99532.20302798),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2021-0064,1,2021-08-02,2021,8,2,20:00:00,20,"PAZ, GRAL. AV. Y TONELERO",GRAL PAZ,9,Point (93948.70282497 97229.16264548),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2021-0065,1,2021-08-06,2021,8,6,08:30:00,8,Av. SAN JUAN Y AV. LA PLATA,AVENIDA,6,Point (103350.94520286 100251.53397151),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2021-0066,1,2021-08-06,2021,8,6,20:00:00,20,Av. LOPE DE VEGA Y AV. GRAL. PAZ,AVENIDA,11,Point (93943.16495967 102026.75338495),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2021-0067,1,2021-08-08,2021,8,8,09:29:00,9,"AU FRONDIZI KM 2,9 (ALTURA BRASIL)",AUTOPISTA,1,Point (107720.23994349 100176.85080944),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2021-0068,1,2021-08-15,2021,8,15,06:10:00,6,"BEIRO, FRANCISCO AV. 5071",AVENIDA,11,Point (94651.77324467 101953.65862250),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2021-0069,1,2021-08-20,2021,8,20,17:15:00,17,AV. SANTA FE 3428,AVENIDA,14,Point (104564.52859898 104690.63252497),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2021-0070,1,2021-08-28,2021,8,28,08:30:00,8,"CHILAVERT, MARTINIANO, CORONEL Y VARELA AV.",AVENIDA,8,Point (102171.86474787 97177.81588434),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2021-0071,1,2021-08-31,2021,8,31,16:00:00,16,SAN LUIS 2730,CALLE,3,Point (105389.46943359 103241.39184079),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2021-0072,1,2021-09-01,2021,9,1,19:10:00,19,CALLAO AV. Y PARAGUAY,AVENIDA,2,Point (106445.10866138 103387.80115442),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2021-0073,1,2021-09-18,2021,9,18,12:20:00,12,"DEL LIBERTADOR AV. Y AGOTE, LUIS DR.",AVENIDA,2,Point (106366.2976627 105013.87298990),BICICLETA,AUTO,1,No Motorizado,Motorizado,NmM,AUTO-BICICLETA
2021-0074,1,2021-09-20,2021,9,20,15:00:00,15,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",GRAL PAZ,12,Point (96563.66494817 108815.73881056),MOTO,MULTIPLE,1,Motorizado,Multiple,M,MULTIPLE
2021-0075,1,2021-09-21,2021,9,21,14:30:00,14,SALTA Y BRASIL,CALLE,1,Point (107380.60401316 100153.47427104),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2021-0076,1,2021-10-16,2021,10,16,06:15:00,6,"MORENO, PERITO AV. 2152",AVENIDA,7,Point (102153.60977503 97595.73281258),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2021-0077,1,2021-10-18,2021,10,18,07:20:00,7,DIRECTORIO AV. 1169,AVENIDA,6,Point (101767.56647933 99993.06655411),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2021-0078,1,2021-10-23,2021,10,23,06:35:00,6,INDEPENDENCIA AV. Y LA PLATA AV.,AVENIDA,6,Point (103255.81315650 100797.78656418),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2021-0079,1,2021-10-25,2021,10,25,03:30:00,3,TUCUMAN 3112,CALLE,3,Point (104940.36054625 103137.08602294),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2021-0080,1,2021-10-28,2021,10,28,16:16:00,16,ARENALES Y 9 DE JULIO AV.,AVENIDA,1,Point (107387.05825032 103876.26437289),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2021-0081,1,2021-11-02,2021,11,2,13:35:00,13,AU FRONDIZI SUBIDA BRANDSEN,AUTOPISTA,4,Point (107979.30419282 99027.13636949),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2021-0082,1,2021-11-06,2021,11,6,04:39:00,4,AU 25 DE MAYO KM7 (ALTURA PASCO),AUTOPISTA,3,Point (106179.07517962 100523.29161457),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2021-0083,1,2021-11-09,2021,11,9,00:35:00,0,CABILDO AV. Y OLAZABAL,AVENIDA,13,Point (100459.06991201 107666.84775309),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2021-0084,1,2021-11-11,2021,11,11,03:00:00,3,TAPALQUE Y BRUIX AV.,AVENIDA,9,Point (97421.40293646 98160.56984338),AUTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,AUTO-OBJETO FIJO
2021-0085,1,2021-11-20,2021,11,20,18:30:00,18,"PAZ, GRAL. AV. Y EZEIZA",GRAL PAZ,12,Point (95465.98721454 105701.33171467),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2021-0086,1,2021-11-25,2021,11,25,10:10:00,10,RIVADAVIA AV. Y PUAN,AVENIDA,6,Point (101343.57441195 100636.86479169),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2021-0087,1,2021-11-27,2021,11,27,11:22:00,11,ESMERALDA 1359,CALLE,1,Point (107829.16426745 104166.84427133),PEATON,BICICLETA,1,PEATON,No Motorizado,,PEATON-BICICLETA
2021-0088,1,2021-12-01,2021,12,1,15:40:00,15,AV. MOROE Y 3 DE FEBRERO,CALLE,13,Point (100732.60222975 108177.68150062),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2021-0089,1,2021-12-02,2021,12,2,01:10:00,1,AV. GAONA 3655,AVENIDA,11,Point (98804.41713890 100872.30706871),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2021-0090,1,2021-12-10,2021,12,10,11:45:00,11,AV. 9 DE JULIO Y LAVALLE,AVENIDA,1,Point (107467.87595573 102960.02837514),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2021-0091,1,2021-12-11,2021,12,11,23:00:00,23,BAIGORRIA Y VICTOR HUGO,CALLE,10,Point (94810.03686085 100710.80080255),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2021-0092,1,2021-12-12,2021,12,12,06:20:00,6,AV. RIVADAVIA Y AV. PUEYRREDON,AVENIDA,3,Point (105258.35368554 102122.93231400),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2021-0093,1,2021-12-13,2021,12,13,17:10:00,17,AV. RIESTRA Y MOM,AVENIDA,7,Point (102728.60090138 98186.24929177),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2021-0094,1,2021-12-20,2021,12,20,01:10:00,1,AU DELLEPIANE Y LACARRA,AUTOPISTA,9,Point (99624.29795829 97569.69801131),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2021-0095,1,2021-12-30,2021,12,30,00:43:00,0,AV. GAONA Y TERRADA,AVENIDA,11,Point (99116.45492358 101045.23284826),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2021-0096,1,2021-12-15,2021,12,15,10:30:00,10,AV. EVA PERON 4071,AVENIDA,9,Point (99324.54463985 97676.26932409),AUTO,CARGAS,1,Motorizado,Motorizado,MM,AUTO-CARGAS
2021-0097,1,2021-11-18,2021,11,18,06:10:00,6,PADRE CARLOS MUJICA 709,CALLE,1,Point (107664.16647795 104708.63962087),BICICLETA,AUTO,1,No Motorizado,Motorizado,NmM,AUTO-BICICLETA
