ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,XY (CABA),VICTIMA,ACUSADO,Nº víctimas,V,A,Grupos_Part,Involucrados
2018-0081,1,2018-07-29,2018,7,29,06:30:00,6,Castañares Av. y Rivera Indarte Av.,AVENIDA,7,Point (101453.89687005 98180.39027169),PEATON,MULTIPLE,1,PEATON,Multiple,M,MULTIPLE
2018-0082,1,2018-08-01,2018,8,1,15:53:00,15,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,9,Point (97148.03881747 96734.79106149),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2018-0083,1,2018-08-02,2018,8,2,05:20:00,5,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",GRAL PAZ,8,Point (98491.08733048 93092.87943671),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2018-0084,1,2018-08-03,2018,8,3,07:25:00,7,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,1,Point (108993.20201253 100735.24332429),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2018-0085,2,2018-08-03,2018,8,3,18:16:00,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,3,Point (106612.54991859 100244.75667446),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2018-0086,1,2018-08-10,2018,8,10,21:44:00,21,Directorio Av. y Guardia Nacional,AVENIDA,9,Point (97534.35415051 97682.40955825),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2018-0087,1,2018-08-15,2018,8,15,19:20:00,19,Pavon Av. Y Colombres,AVENIDA,5,Point (104296.57153484 99891.67281595),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2018-0088,1,2018-08-17,2018,8,17,16:36:00,16,Av. Gral. Paz y Av. Dr. Ricardo Balbín,GRAL PAZ,12,Point (96563.66494817 108815.73881056),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2018-0089,1,2018-08-17,2018,8,17,17:56:00,17,Pichincha Av. y Brasil,AVENIDA,4,Point (106147.25140863 99876.44981079),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2018-0090,1,2018-08-18,2018,8,18,10:34:00,10,27 De Febrero Av. y Pergamino,AVENIDA,8,Point (102791.00899168 95424.06973029),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2018-0091,1,2018-08-19,2018,8,19,18:47:00,18,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,9,Point (94544.31344300 99185.28796442),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2018-0092,1,2018-08-20,2018,8,20,08:20:00,8,Cordoba Av. y Gascon,AVENIDA,14,Point (103662.91363929 103496.49206019),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2018-0093,1,2018-08-20,2018,8,20,08:41:00,8,15 De Noviembre De 1889 1513,CALLE,1,Point (107004.02001368 99798.84856249),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2018-0094,1,2018-08-23,2018,8,23,05:35:00,5,"Salguero, Jeronimo y Beruti",CALLE,14,Point (104734.93787233 104821.22705013),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2018-0095,1,2018-08-26,2018,8,26,00:59:00,0,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,9,Point (99624.29795829 97569.69801131),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2018-0096,1,2018-08-31,2018,8,31,22:20:00,22,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,8,Point (101692.57924565 95312.63822646),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2018-0097,1,2018-09-02,2018,9,2,10:50:00,10,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,8,Point (102819.52927414 96448.46140692),AUTO,OTRO,1,Motorizado,No Motorizado,NmM,AUTO-OTRO
2018-0098,2,2018-09-09,2018,9,9,05:00:00,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,8,Point (99203.46279192 92552.75548716),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2018-0099,1,2018-09-12,2018,9,12,14:25:00,14,Rivadavia Av. y Pedernera,AVENIDA,7,Point (99925.51296558 100002.14427355),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2018-0100,1,2018-09-20,2018,9,20,10:30:00,10,Elvira Rawson de Dellepiane 150,AVENIDA,1,Point (109273.33013929 100616.46322293),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2018-0101,1,2018-09-21,2018,9,21,00:15:00,0,"Paz, Gral. Av. y Zapiola",GRAL PAZ,12,Point (98376.44189669 109821.71138325),AUTO,MULTIPLE,1,Motorizado,Multiple,M,MULTIPLE
2018-0102,1,2018-09-21,2018,9,21,00:30:00,0,FAMATINA Y DIOGENES TABORDA,CALLE,4,Point (104810.02928662 98097.69340075),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2018-0103,1,2018-09-27,2018,9,27,17:51:00,17,Av. Castañares y Bonorino,AVENIDA,7,Point (101577.07056955 98313.98170453),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2018-0104,1,2018-10-01,2018,10,1,08:58:00,8,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,4,Point (107903.91828587 98767.43091425),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2018-0105,1,2018-10-03,2018,10,3,18:12:00,18,Nazca Av. y Rivadavia Av.,AVENIDA,7,Point (99418.67591727 99840.67619219),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2018-0106,1,2018-10-04,2018,10,4,22:02:00,22,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,13,Point (102437.44187502 108614.72855724),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2018-0107,1,2018-10-06,2018,10,6,14:20:00,14,Rivadavia Av. y Jujuy Av.,AVENIDA,3,Point (105258.35368554 102122.93231400),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2018-0108,1,2018-10-09,2018,10,9,14:00:00,14,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,1,Point (109333.85016626 102728.06777580),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2018-0109,1,2018-10-10,2018,10,10,22:12:00,22,"Tucuman y Alem, Leandro N. Av.",AVENIDA,1,Point (108501.28725227 103169.39367565),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2018-0110,1,2018-10-13,2018,10,13,03:05:00,3,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,15,Point (102852.69197214 103016.76479974),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2018-0111,1,2018-10-19,2018,10,19,12:13:00,12,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,9,Point (99423.87045126 97756.09331484),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2018-0112,1,2018-10-24,2018,10,24,09:18:00,9,Muñecas y Serrano,CALLE,15,Point (101521.41058610 103279.18839709),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2018-0113,1,2018-10-25,2018,10,25,11:00:00,11,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,11,Point (99245.93828707 101610.8222803),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2018-0114,1,2018-10-30,2018,10,30,02:15:00,2,Solis e Independencia Av.,AVENIDA,1,Point (106692.15004353 101239.02351805),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2018-0115,1,2018-10-31,2018,10,31,12:30:00,12,"Bosch, Ventura y Paz, Gral. Av.",CALLE,9,Point (93987.63954589 98477.26093452),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2018-0116,1,2018-11-01,2018,11,1,10:50:00,10,"Paz, Gral. Av. 14800",GRAL PAZ,8,Point (97213.03214767 94392.58930391),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2018-0117,1,2018-11-04,2018,11,4,08:15:00,8,Av. Eva Perón 5321,AVENIDA,9,Point (98224.84159668 96577.14272605),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2018-0118,1,2018-11-05,2018,11,5,14:49:00,14,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,3,Point (105244.38396064 102386.61371612),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2018-0120,1,2018-11-09,2018,11,9,13:34:00,13,Monroe y Alvarez Thomas Av.,AVENIDA,12,Point (98237.46824855 106343.83342545),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2018-0121,1,2018-11-09,2018,11,9,16:32:00,16,Rivadavia Av. y Manzoni,AVENIDA,10,Point (96684.78779898 99093.85665638),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2018-0122,1,2018-11-12,2018,11,12,01:00:00,1,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,8,Point (98704.10681045 95222.62689520),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2018-0124,1,2018-11-15,2018,11,15,19:40:00,19,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,9,Point (94668.77734942 99160.32825286),CARGAS,CARGAS,1,Motorizado,Motorizado,MM,CARGAS-CARGAS
2018-0125,1,2018-11-16,2018,11,16,21:12:00,21,Saenz Av. y Ventana,AVENIDA,4,Point (104289.92773867 97606.13539657),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2018-0126,1,2018-11-18,2018,11,18,12:11:00,12,Avda. General Paz y Cnel. Ramón Falcón,GRAL PAZ,9,Point (93889.86789861 98745.59348173),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2018-0127,1,2018-11-19,2018,11,19,09:14:00,9,Av. Gral. Paz y Av. de los Constituyentes,GRAL PAZ,12,Point (95720.94836751 106663.03756022),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2018-0128,2,2018-11-25,2018,11,25,04:30:00,4,"Paz, Gral. Av. 11200",GRAL PAZ,9,Point (94027.41355272 98150.01779732),AUTO,PASAJEROS,1,Motorizado,Motorizado,MM,AUTO-PASAJEROS
2018-0129,1,2018-11-28,2018,11,28,04:01:00,4,"Newbery, Jorge Av. y Guevara",AVENIDA,15,Point (101200.55632600 104694.24798650),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2018-0130,1,2018-12-03,2018,12,3,03:00:00,3,Gaona Av. y Segurola Av.,AVENIDA,10,Point (97531.36286491 100173.61049110),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2018-0131,1,2018-12-07,2018,12,7,19:10:00,19,"Madero, Eduardo Av. 550",AVENIDA,1,Point (108685.90894590 103124.78289557),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2018-0132,1,2018-12-12,2018,12,12,08:26:00,8,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,2,Point (106275.90279188 106304.98623165),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2018-0133,1,2018-12-12,2018,12,12,14:07:00,14,Nazca Av. y Rivadavia Av.,AVENIDA,7,Point (99418.67591727 99840.67619219),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2018-0134,1,2018-12-12,2018,12,12,21:00:00,21,La Plata Av. y Caseros Av.,AVENIDA,7,Point (103649.67568294 98786.92074818),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2018-0135,1,2018-12-18,2018,12,18,14:40:00,14,Belgrano Av. y Peru,AVENIDA,1,Point (108124.38297421 101840.19801704),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2018-0136,1,2018-12-18,2018,12,18,15:42:00,15,Rivadavia Av. 7013,AVENIDA,7,Point (99900.22869225 100014.51595495),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2018-0137,1,2018-12-18,2018,12,18,20:15:00,20,Adolfo Alsina y Santiago del Estero,CALLE,1,Point (107198.03031731 102023.53206745),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2018-0138,1,2018-12-21,2018,12,21,09:30:00,9,Bermudez 1893,CALLE,10,Point (95944.83421152 100945.68379559),PASAJEROS,PASAJEROS,1,Motorizado,Motorizado,MM,PASAJEROS-PASAJEROS
2018-0139,1,2018-12-22,2018,12,22,06:30:00,6,Santander 1974,CALLE,7,Point (101510.09611838 98933.71958961),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2018-0140,1,2018-12-22,2018,12,22,08:05:00,8,Julieta Lanteri 1400,CALLE,1,Point (109469.86887005 101709.86665960),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2018-0141,1,2018-12-22,2018,12,22,17:40:00,17,Maza y Av. Independencia,AVENIDA,5,Point (104420.68512694 100931.98574919),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2018-0142,1,2018-12-25,2018,12,25,13:30:00,13,"PAZ, GRAL. AV. 5172",GRAL PAZ,12,Point (95716.93710226 106295.47905158),CARGAS,PASAJEROS,1,Motorizado,Motorizado,MM,CARGAS-PASAJEROS
2018-0143,1,2018-12-29,2018,12,29,05:25:00,5,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,10,Point (97912.79273192 98756.38729095),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0001,1,2019-01-08,2019,1,8,08:30:00,8,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,2,Point (107160.34141948 105678.38284277),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2019-0002,1,2019-01-09,2019,1,9,04:00:00,4,"CASTAÑARES AV. Y MORENO, PERITO AV.",AVENIDA,7,Point (100794.20933352 97609.18063839),AUTO,CARGAS,1,Motorizado,Motorizado,MM,AUTO-CARGAS
2019-0003,1,2019-01-12,2019,1,12,08:00:00,8,SAN MARTIN AV. Y TERRADA,AVENIDA,15,Point (97439.07314838 103559.40773606),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0004,1,2019-01-14,2019,1,14,19:58:00,19,"PERON, EVA AV. Y MEDINA",AVENIDA,9,Point (99087.21233087 97384.56622913),AUTO,PASAJEROS,1,Motorizado,Motorizado,MM,AUTO-PASAJEROS
2019-0005,1,2019-01-19,2019,1,19,12:00:00,12,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",AVENIDA,10,Point (94701.87719386 99493.36109269),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2019-0006,1,2019-01-23,2019,1,23,05:45:00,5,"OBLIGADO RAFAEL, AV. COSTANERA 4650",AVENIDA,14,Point (104292.73762877 108227.37900690),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2019-0007,1,2019-01-26,2019,1,26,19:34:00,19,"MITRE, BARTOLOME Y YATAY",CALLE,5,Point (103153.61467028 102057.67908768),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0008,1,2019-01-30,2019,1,30,22:45:00,22,"PAZ, GRAL. AV. 16080",GRAL PAZ,8,Point (98650.97430792 93088.91481914),MOTO,MULTIPLE,1,Motorizado,Multiple,M,MULTIPLE
2019-0009,1,2019-01-31,2019,1,31,14:55:00,14,CHACABUCO Y SAN JUAN AV.,AVENIDA,1,Point (108038.17400278 100802.81492813),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0010,2,2019-02-02,2019,2,2,07:50:00,7,DEL LIBERTADOR AV. 4100,AVENIDA,14,Point (103359.87920798 106617.17056502),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2019-0011,1,2019-02-10,2019,2,10,01:00:00,1,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",GRAL PAZ,9,Point (94949.53051500 96309.49139706),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2019-0012,1,2019-02-17,2019,2,17,03:16:00,3,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",AVENIDA,8,Point (98072.98959434 94742.80804806),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0013,1,2019-02-20,2019,2,20,07:30:00,7,SALVIGNY Y MOM,CALLE,7,Point (102701.07793891 98301.55899449),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2019-0014,1,2019-02-20,2019,2,20,17:30:00,17,"LAMARCA, EMILIO 5402",CALLE,11,Point (95105.42229190 104734.49416290),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2019-0015,1,2019-02-23,2019,2,23,06:57:00,6,SAN MARTIN AV. 5638,AVENIDA,11,Point (96988.34526261 103575.43345979),AUTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,AUTO-OBJETO FIJO
2019-0016,1,2019-02-24,2019,2,24,02:00:00,2,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,4,Point (107350.48403234 99520.90259673),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2019-0017,1,2019-03-03,2019,3,3,07:00:00,7,MEXICO Y PICHINCHA,CALLE,3,Point (105883.57359899 101434.40486977),AUTO,PASAJEROS,1,Motorizado,Motorizado,MM,AUTO-PASAJEROS
2019-0018,1,2019-03-03,2019,3,3,23:30:00,23,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,13,Point (101287.58627255 109848.96522762),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2019-0019,1,2019-03-06,2019,3,6,12:00:00,12,DEL LIBERTADOR AV. 6326,AVENIDA,13,Point (101175.50098927 108378.70762331),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0020,1,2019-03-07,2019,3,7,21:01:00,21,CHICLANA AV. 3444,AVENIDA,5,Point (104622.17042668 99282.25347815),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0021,1,2019-03-15,2019,3,15,22:50:00,22,BOYACA AV. Y YERBAL,AVENIDA,7,Point (100537.72694403 100405.74808196),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0023,1,2019-03-16,2019,3,16,08:28:00,8,"PAZ, GRAL. AV. Y JACQUES, AMADEO",GRAL PAZ,9,Point (93955.07404645 99209.29091025),AUTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,AUTO-OBJETO FIJO
2019-0024,1,2019-03-19,2019,3,19,1900-01-14 07:12:00,7,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,1,Point (108368.93688513 104860.74716674),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2019-0025,1,2019-03-22,2019,3,22,13:10:00,13,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,5,Point (104468.07400702 102205.91009215),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2019-0026,1,2019-03-28,2019,3,28,07:32:00,7,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,8,Point (98491.08733048 93092.87943671),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2019-0027,1,2019-03-28,2019,3,28,11:11:00,11,SANTA FE AV. Y AZCUENAGA,AVENIDA,2,Point (105815.73438780 103786.90549585),BICICLETA,MULTIPLE,1,No Motorizado,Multiple,M,MULTIPLE
2019-0028,1,2019-04-06,2019,4,6,09:15:00,9,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,11,Point (100255.56175905 102594.14179920),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2019-0029,1,2019-04-07,2019,4,7,10:15:00,10,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,8,Point (98491.08733048 93092.87943671),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2019-0030,1,2019-04-09,2019,4,9,16:00:00,16,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,7,Point (100800.05107565 100531.46552448),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2019-0031,1,2019-04-12,2019,4,12,19:55:00,19,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,1,Point (108602.89777103 103429.39485413),BICICLETA,CARGAS,1,No Motorizado,Motorizado,NmM,BICICLETA-CARGAS
2019-0032,1,2019-04-16,2019,4,16,11:00:00,11,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,11,Point (99921.70768730 102754.71427746),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2019-0034,1,2019-04-21,2019,4,21,09:08:00,9,"MORENO, PERITO AV. 3050",AVENIDA,7,Point (100726.63402530 97597.06610219),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2019-0035,1,2019-04-23,2019,4,23,14:10:00,14,SUIPACHA 665,CALLE,1,Point (107693.66022765 103185.01912141),PEATON,BICICLETA,1,PEATON,No Motorizado,,PEATON-BICICLETA
2019-0036,1,2019-04-26,2019,4,26,22:46:00,22,RIGLOS Y FORMOSA,CALLE,6,Point (102429.80070706 100864.42075191),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0037,1,2019-05-01,2019,5,1,23:10:00,23,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,3,Point (105091.36704114 101058.15092586),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0038,1,2019-05-04,2019,5,4,14:10:00,14,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,13,Point (101025.65409402 109205.71453455),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2019-0039,1,2019-05-09,2019,5,9,03:05:00,3,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,7,Point (99615.63172945 99306.93173343),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0041,1,2019-05-11,2019,5,11,20:30:00,20,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,9,Point (95590.61347415 96760.29404728),AUTO,MULTIPLE,1,Motorizado,Multiple,M,MULTIPLE
2019-0042,1,2019-05-14,2019,5,14,15:00:00,15,LIMA Y CONSTITUCION,CALLE,1,Point (107444.95821447 100509.15466740),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2019-0043,1,2019-05-21,2019,5,21,09:00:00,9,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,1,Point (108602.89777103 103429.39485413),BICICLETA,CARGAS,1,No Motorizado,Motorizado,NmM,BICICLETA-CARGAS
2019-0044,1,2019-05-27,2019,5,27,12:45:00,12,BOEDO AV. 650,AVENIDA,5,Point (104305.46011381 100986.83752228),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2019-0045,1,2019-06-03,2019,6,3,07:27:00,7,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,14,Point (104600.49945984 105930.85721602),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2019-0046,1,2019-06-04,2019,6,4,09:00:00,9,GRAL PAZ Y CABILDO,GRAL PAZ,13,Point (98817.74986778 110096.31367495),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0047,1,2019-06-06,2019,6,6,10:00:00,10,CASEROS AV. 1700,AVENIDA,4,Point (107049.58656184 99550.26208324),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2019-0048,1,2019-06-07,2019,6,7,07:00:00,7,AVELLANEDA AV. 1548,AVENIDA,6,Point (100924.23883176 100986.01051740),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2019-0049,1,2019-06-08,2019,6,8,09:20:00,9,CIUDAD DE LA PAZ Y MENDOZA,CALLE,13,Point (100441.31384072 107499.63270409),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2019-0050,1,2019-06-08,2019,6,8,23:35:00,23,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,14,Point (104128.51577643 103898.77571857),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2019-0051,1,2019-06-11,2019,6,11,10:00:00,10,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,4,Point (109126.17010339 98991.49558123),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0053,1,2019-06-14,2019,6,14,17:20:00,17,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,8,Point (99896.72991309 96585.69018400),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2019-0054,1,2019-06-20,2019,6,20,03:00:00,3,GANDARA 2976,CALLE,15,Point (98264.06251394 104989.86881414),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2019-0055,1,2019-06-20,2019,6,20,19:45:00,19,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,1,Point (108724.12468316 102928.79394095),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2019-0056,1,2019-06-29,2019,6,29,17:16:00,17,BOYACA AV. 305,AVENIDA,7,Point (100414.85185956 100661.22751226),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2019-0057,1,2019-07-05,2019,7,5,19:00:00,19,ARTILLEROS Y LA PAMPA,CALLE,13,Point (101957.99726887 107949.81115534),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2019-0058,1,2019-07-10,2019,7,10,09:20:00,9,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,10,Point (96064.06591151 99221.69236283),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2019-0059,1,2019-07-13,2019,7,13,22:35:00,22,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,1,Point (107261.50953067 99806.16899068),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2019-0060,1,2019-07-17,2019,7,17,11:20:00,11,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,10,Point (98376.49615363 99359.41534876),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2019-0061,1,2019-07-17,2019,7,17,18:40:00,18,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,13,Point (101036.85652575 107926.87651681),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
